MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,Fence,MoSold,SaleType,SaleCondition,age_of_house
20,RL,4.330733340286331,9.227295812625597,NA,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,6,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,216.0,5.37989735354046,TA,Y,SBrkr,7.362645270417825,0,7.362645270417825,0.0,0.0,1,1,2,Gd,5,1,Gd,Attchd,Unf,400.0,TA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,55
80,RL,4.02535169073515,8.94910546953925,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,7,1956,1956,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,5.605802066295998,Unf,0.0,30.0,5.71042701737487,Ex,Y,FuseA,7.044032897274685,0,7.044032897274685,0.0,0.0,1,0,3,TA,6,0,NA,Detchd,Unf,684.0,TA,Y,0.0,0.0,0.0,0.0,GdWo,9,WD,Normal,50
20,RL,4.189654742026425,9.310276200588783,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.192362489474872,Unf,0.0,517.0,6.913737350659685,Ex,Y,SBrkr,6.913737350659685,0,6.913737350659685,0.0,0.0,1,0,2,TA,6,1,TA,Attchd,Unf,319.0,TA,Y,0.0,0.0,0.0,0.0,NA,7,WD,Normal,50
20,RL,4.394449154672439,9.517898598432753,NA,Reg,Bnk,Inside,NAmes,Norm,1Fam,1Story,5,6,1955,1955,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,4.976733742420574,BLQ,6.816735880594968,0.0,6.963189985870238,Gd,Y,SBrkr,6.963189985870238,0,6.963189985870238,1.0,0.0,1,1,3,TA,6,0,NA,Attchd,Fin,300.0,TA,Y,0.0,0.0,0.0,0.0,MnPrv,11,WD,Normal,51
20,RL,4.454347296253507,9.644004134443026,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1951,1991,Hip,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.60934924316738,Unf,0.0,143.0,6.785587645007929,Ex,Y,SBrkr,6.785587645007929,0,6.785587645007929,1.0,0.0,1,0,2,TA,4,0,NA,Attchd,Fin,270.0,TA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,55
30,RL,4.77912349311153,9.966462351697517,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,5,1941,1963,Hip,BrkFace,BrkFace,NA,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,929.0,6.835184586147301,Ex,Y,SBrkr,7.620705086838262,0,7.620705086838262,1.0,0.0,1,1,3,TA,7,3,Gd,2Types,Unf,791.0,TA,Y,0.0,0.0,4.51085950651685,0.0,NA,12,COD,Abnorml,65
20,RL,4.2626798770413155,9.495594499353297,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1956,2001,Hip,Wd Sdng,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.20455776256869,Unf,0.0,521.0,6.923628628138427,Gd,Y,SBrkr,7.233455418621439,0,7.233455418621439,1.0,0.0,1,0,2,TA,6,0,NA,Attchd,Unf,896.0,TA,Y,4.330733340286331,0.0,0.0,5.780743515792329,NA,6,WD,Normal,50
190,RL,4.553876891600541,10.005005695726476,NA,Reg,Lvl,Inside,OldTown,Artery,2fmCon,1.5Fin,5,5,1925,1975,Gable,MetalSd,MetalSd,NA,0.0,TA,Fa,CBlock,TA,TA,Mn,GLQ,6.926577033222725,Unf,0.0,1153.0,7.683403681053826,TA,Y,SBrkr,7.239214973779806,1248,7.878912912297133,2.0,0.0,2,1,5,TA,10,1,Gd,Attchd,RFn,1008.0,TA,N,6.448889394146858,3.8918202981106265,5.003946305945459,0.0,NA,7,WD,Normal,81
50,RL,3.9318256327243257,8.922791623969637,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,6,6,1947,1950,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,784.0,6.665683717782408,Ex,Y,FuseA,6.803505257608338,412,7.180069874302796,0.0,0.0,1,1,3,TA,6,0,NA,Detchd,Unf,649.0,TA,Y,0.0,3.367295829986474,0.0,0.0,NA,10,WD,Normal,59
30,RL,4.110873864173311,9.250618218474752,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,8,1930,2001,Gable,VinylSd,VinylSd,NA,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,713.0,6.570882962339584,Ex,Y,SBrkr,6.570882962339584,0,6.570882962339584,0.0,0.0,1,0,2,Gd,5,0,NA,Detchd,Unf,371.0,Fa,N,0.0,4.330733340286331,5.087596335232384,0.0,NA,10,WD,Normal,76
30,RL,4.110873864173311,9.297893268984044,Grvl,Reg,Lvl,Inside,NAmes,Artery,1Fam,1Story,3,3,1929,1950,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,715.0,6.573680166960646,Fa,N,FuseP,6.573680166960646,0,6.573680166960646,0.0,0.0,1,0,2,TA,4,0,NA,Detchd,Unf,660.0,Fa,N,0.0,0.0,4.330733340286331,0.0,NA,8,WD,Normal,77
50,RL,4.110873864173311,8.854950316500325,NA,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,6.1070228877422545,Ex,Y,SBrkr,6.1070228877422545,272,6.580639137284949,0.0,0.0,1,0,1,Fa,5,0,NA,Attchd,Unf,280.0,Fa,Y,0.0,0.0,4.2626798770413155,0.0,NA,3,WD,Normal,106
70,RL,4.110873864173311,8.881975184248867,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,8,1915,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,Ex,CBlock,TA,TA,No,Rec,5.82600010738045,Unf,0.0,325.0,6.498282149476434,Ex,Y,SBrkr,6.652863029353347,821,7.3752557780097545,0.0,0.0,2,0,3,TA,7,1,Gd,Detchd,Unf,528.0,TA,Y,3.912023005428146,0.0,5.44673737166631,0.0,NA,4,WD,Normal,91
50,RL,4.110873864173311,9.289059126687574,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,1077.0,6.982862751468942,TA,Y,FuseA,6.889591308354466,779,7.473637108496206,0.0,0.0,1,1,4,TA,7,1,TA,Detchd,Unf,648.0,Fa,Y,4.795790545596741,0.0,4.574710978503383,0.0,NA,2,COD,Abnorml,96
80,RL,4.430816798843313,9.228671328660907,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,6,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,Av,ALQ,6.364750756851911,Unf,0.0,503.0,6.988413181999592,TA,Y,SBrkr,7.044905117129371,0,7.044905117129371,0.0,0.6931471805599453,1,0,3,TA,6,1,Gd,Attchd,Unf,294.0,TA,Y,5.846438775057725,4.330733340286331,0.0,0.0,NA,6,WD,Normal,43
20,RL,4.356708826689592,9.160204302482386,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1962,1985,Gable,HdBoard,HdBoard,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,ALQ,6.553933404025811,Unf,0.0,434.0,7.035268599281097,Ex,Y,SBrkr,7.0967213784947605,0,7.0967213784947605,0.0,0.0,1,1,3,TA,6,0,NA,Attchd,RFn,264.0,TA,Y,0.0,5.484796933490655,0.0,0.0,NA,5,WD,Normal,44
20,RL,4.394449154672439,9.287394001418473,NA,Reg,Lvl,Inside,NAmes,PosA,1Fam,1Story,6,6,1961,1992,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Rec,6.81783057145415,Unf,0.0,400.0,7.1808311990445555,TA,Y,SBrkr,7.480992162869525,0,7.480992162869525,1.0,0.0,2,0,3,TA,6,2,TA,Attchd,RFn,418.0,TA,Y,5.87493073085203,4.59511985013459,0.0,0.0,NA,8,WD,Normal,45
20,RL,4.465908118654584,9.36314729221994,NA,Reg,Lvl,Corner,NAmes,PosA,1Fam,1Story,7,5,1959,1959,Hip,Plywood,Plywood,BrkCmn,58.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,Gd,Y,FuseA,7.29505641646263,0,7.29505641646263,0.0,0.0,2,0,2,Gd,5,1,Gd,Attchd,Unf,484.0,TA,Y,0.0,4.23410650459726,0.0,0.0,NA,6,WD,Normal,47
60,RL,4.30406509320417,9.813344002683163,NA,IR1,HLS,Inside,NAmes,Norm,1Fam,2Story,7,8,1962,1998,Gable,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,6.456769655572163,Unf,0.0,802.0,7.271703706887368,TA,Y,SBrkr,7.550135342488429,548,7.803435056952168,1.0,0.0,3,0,3,TA,9,2,Gd,Attchd,RFn,441.0,TA,Y,6.255750041753367,4.634728988229636,0.0,0.0,NA,9,WD,Normal,44
50,RL,4.110873864173311,9.404672841436273,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,BrkComm,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.1224928095143865,Unf,0.0,455.0,6.814542897259958,Gd,Y,SBrkr,6.814542897259958,611,7.3277805384216315,0.0,0.0,1,1,3,Gd,6,0,NA,Detchd,Unf,597.0,Fa,Y,5.298317366548036,0.0,5.1298987149230735,0.0,NA,9,WD,Normal,56
90,RL,4.110873864173311,9.053101595549691,NA,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,BrkFace,Stone,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,Fa,N,FuseF,6.947937068614969,0,6.947937068614969,0.0,0.0,2,0,2,TA,6,0,NA,Detchd,Unf,400.0,TA,Y,0.0,0.0,0.0,0.0,NA,12,WD,Normal,56
90,RL,4.330733340286331,9.049349685884057,NA,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,5,1960,1960,Hip,BrkFace,BrkFace,NA,0.0,TA,TA,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1556.0,7.350516171833998,TA,Y,SBrkr,7.350516171833998,0,7.350516171833998,0.0,0.0,2,0,4,TA,8,0,NA,NA,NA,0.0,NA,Y,0.0,0.0,0.0,0.0,NA,9,WD,Normal,46
20,RL,4.2626798770413155,8.853808274977197,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,4,1961,1961,Hip,BrkFace,BrkFace,NA,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.661854740545311,Unf,0.0,369.0,7.048386408721883,TA,Y,SBrkr,7.048386408721883,0,7.048386408721883,0.0,0.0,1,0,3,TA,6,0,NA,Attchd,RFn,288.0,TA,Y,0.0,0.0,0.0,0.0,NA,7,WD,Normal,45
20,RL,4.31748811353631,8.909370405197466,NA,Reg,Lvl,Corner,NAmes,Artery,1Fam,1Story,7,6,1962,1962,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.697034247666484,Unf,0.0,236.0,6.952728644624869,Gd,Y,SBrkr,6.952728644624869,0,6.952728644624869,1.0,0.0,1,0,3,TA,6,0,NA,Detchd,Unf,528.0,TA,Y,0.0,0.0,0.0,0.0,NA,3,WD,Normal,44
20,RL,4.2626798770413155,8.853808274977197,NA,Reg,Lvl,Inside,NAmes,Artery,1Fam,1Story,5,6,1962,1962,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.150602768446279,Unf,0.0,396.0,6.762729506931879,Gd,Y,SBrkr,6.762729506931879,0,6.762729506931879,0.0,0.6931471805599453,1,0,3,TA,5,0,NA,Attchd,Unf,336.0,TA,Y,0.0,0.0,0.0,0.0,GdWo,2,WD,Normal,44
190,RL,4.2626798770413155,8.853808274977197,NA,Reg,Lvl,Inside,NAmes,Artery,2fmCon,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,6.860663671448287,Unf,0.0,72.0,6.933423025730715,TA,Y,SBrkr,6.933423025730715,0,6.933423025730715,1.0,0.0,1,0,3,TA,6,0,NA,NA,NA,0.0,NA,Y,4.574710978503383,4.394449154672439,0.0,0.0,NA,3,WD,Normal,44
70,RM,4.143134726391533,9.19593714166544,Grvl,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,8,1900,2005,Hip,CemntBd,CmentBd,NA,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,716.0,6.57507584059962,Ex,Y,FuseA,6.915723448631314,1007,7.608374474380783,0.0,0.0,2,0,5,TA,8,0,NA,Detchd,Unf,624.0,TA,Y,0.0,4.290459441148391,5.123963979403259,0.0,NA,6,WD,Normal,106
50,RM,4.110873864173311,9.169622538697624,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,MetalSd,MetalSd,Stone,206.5,TA,TA,CBlock,TA,TA,No,Rec,5.6240175061873385,Unf,0.0,936.0,7.10085190894405,Gd,Y,FuseA,7.112327444710911,442,7.419979923661835,1.0,0.0,1,0,3,TA,6,0,NA,Detchd,Unf,240.0,TA,Y,0.0,0.0,4.948759890378168,0.0,NA,5,WD,Normal,58
50,RM,4.110873864173311,8.616314282284044,NA,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,6,1920,1980,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,Fa,No,LwQ,5.652489180268651,Unf,0.0,863.0,7.045776576879511,TA,N,SBrkr,7.045776576879511,510,7.4133673356952405,0.0,0.0,1,0,4,Fa,9,1,TA,Detchd,Unf,162.0,Fa,N,0.0,0.0,0.0,0.0,NA,7,WD,Normal,86
50,RM,4.110873864173311,9.169622538697624,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Rec,5.945420608606575,Unf,0.0,399.0,6.660575149839686,Ex,Y,SBrkr,6.846943139585379,476,7.256297239690681,0.0,0.6931471805599453,1,0,3,Gd,7,0,NA,Detchd,Unf,400.0,TA,Y,0.0,3.2188758248682006,0.0,0.0,NA,6,WD,Normal,106
70,RM,4.07753744390572,8.772145439245099,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,7,1900,1970,Gable,AsbShng,Wd Sdng,NA,0.0,TA,TA,Stone,TA,TA,No,Rec,5.342334251964811,Unf,0.0,504.0,6.569481420414296,Gd,Y,SBrkr,6.744059186311348,580,7.264730177929867,1.0,0.0,1,0,4,TA,7,0,NA,Detchd,Fin,576.0,TA,Y,5.579729825986222,0.0,4.442651256490317,0.0,NA,5,WD,Normal,106
70,RM,4.204692619390966,8.284251797621916,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,8,1930,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,502.0,6.220590170099739,TA,N,SBrkr,6.220590170099739,502,6.912742820493176,0.0,0.0,1,0,2,Gd,5,1,Po,Detchd,Unf,200.0,Fa,N,5.638354669333745,0.0,4.23410650459726,0.0,MnPrv,7,WD,Normal,76
190,RM,4.04305126783455,8.954931860074698,Grvl,Reg,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,4,6,1900,1950,Gable,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,938.0,6.844815479208263,Gd,N,SBrkr,6.98933526597456,867,7.5766097669730375,0.0,0.0,2,0,4,Fa,9,0,NA,Detchd,Unf,576.0,TA,P,0.0,1.9459101490553132,3.367295829986474,0.0,NA,4,WD,Normal,106
30,RM,4.04305126783455,8.954415331137593,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,5,1924,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,Fa,No,BLQ,4.969813299576001,Rec,4.290459441148391,817.0,6.940222469119639,Gd,N,FuseA,6.940222469119639,0,6.940222469119639,0.0,0.0,1,0,2,TA,5,0,NA,Detchd,Unf,280.0,TA,Y,0.0,0.0,4.727387818712341,0.0,MnPrv,6,COD,Abnorml,82
30,RM,3.9318256327243257,8.636574948436317,Pave,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,7,1925,1950,Gable,MetalSd,Stucco,NA,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,844.0,6.739336627357174,TA,Y,SBrkr,6.739336627357174,0,6.739336627357174,0.0,0.0,1,0,2,TA,5,0,NA,Detchd,Unf,216.0,TA,N,3.9318256327243257,4.406719247264253,4.820281565605037,0.0,NA,7,WD,Normal,81
20,RM,4.110873864173311,8.881975184248867,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,5,1950,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,576.0,6.3578422665081,Ex,Y,SBrkr,6.762729506931879,0,6.762729506931879,0.0,0.0,1,0,2,TA,5,0,NA,Detchd,RFn,528.0,TA,Y,0.0,0.0,0.0,0.0,NA,8,COD,Normal,56
70,RM,3.7612001156935624,8.937875265329263,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,3,5,1905,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,738.0,6.6052979209482015,Gd,Y,FuseA,6.5722825426940075,662,7.227662498728654,0.0,0.0,1,0,2,TA,7,0,NA,Detchd,Unf,216.0,TA,N,0.0,0.0,4.653960350157523,0.0,NA,3,WD,Normal,101
190,RM,3.9318256327243257,8.699681400989514,NA,Reg,Lvl,Inside,OldTown,Norm,2fmCon,1Story,5,7,1955,1955,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,6.3578422665081,Unf,0.0,384.0,6.8679744089702925,TA,Y,FuseA,6.8679744089702925,0,6.8679744089702925,1.0,0.0,1,0,3,TA,5,0,NA,Detchd,Unf,576.0,TA,Y,0.0,0.0,0.0,0.0,NA,6,WD,Normal,51
50,RM,3.9318256327243257,8.699681400989514,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,MetalSd,MetalSd,BrkFace,202.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,6.705639094860003,Ex,Y,SBrkr,6.705639094860003,750,7.356918242356021,0.0,0.0,1,1,5,Gd,7,0,NA,Detchd,Unf,450.0,TA,Y,3.2188758248682006,0.0,5.6937321388027,0.0,MnPrv,8,WD,Normal,82
30,RM,3.970291913552122,8.965845494750937,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,5,1921,1950,Gable,AsbShng,AsbShng,NA,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,6.0330862217988015,Unf,0.0,76.0,6.20050917404269,TA,Y,SBrkr,6.20050917404269,0,6.20050917404269,1.0,0.0,1,0,1,TA,3,0,NA,Detchd,Unf,200.0,Fa,N,0.0,0.0,4.3694478524670215,0.0,NA,6,WD,Normal,85
50,RM,4.04305126783455,9.16711966952162,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,Fa,TA,No,Rec,5.739792912179234,Unf,0.0,460.0,6.647688373563329,TA,Y,SBrkr,6.786716950605081,297,7.075808863978387,0.0,0.0,1,1,3,TA,5,0,NA,Detchd,Unf,378.0,Fa,Y,0.0,0.0,0.0,0.0,GdWo,5,WD,Normal,61
30,RM,3.8918202981106265,8.656607247198915,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,4,1920,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,798.0,6.683360945766275,Gd,Y,SBrkr,6.734591659972948,0,6.734591659972948,0.0,0.0,1,0,2,Fa,5,0,NA,Detchd,Unf,250.0,TA,N,4.727387818712341,0.0,0.0,0.0,NA,6,WD,Normal,86
75,RM,4.2626798770413155,8.748463629942055,NA,Reg,Lvl,Corner,OldTown,Norm,1Fam,2.5Unf,7,6,1910,2005,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1226.0,7.112327444710911,Ex,Y,SBrkr,7.112327444710911,878,7.652070746116482,0.0,0.0,2,0,5,TA,9,0,NA,Detchd,Unf,432.0,Fa,P,0.0,5.834810737062605,4.48863636973214,0.0,NA,7,WD,Normal,96
90,RM,3.5263605246161616,8.695674048824253,NA,Reg,Lvl,Inside,OldTown,Norm,Duplex,2Story,5,7,1920,1950,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,624.0,6.437751649736401,Gd,N,FuseA,6.437751649736401,624,7.130098510125578,0.0,0.0,2,0,2,TA,8,0,NA,NA,NA,0.0,NA,N,0.0,4.875197323201151,5.54907608489522,0.0,NA,12,WD,Normal,86
20,RM,4.189654742026425,9.18512512283512,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,5,1958,1958,Hip,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,960.0,6.8679744089702925,Ex,Y,SBrkr,6.8679744089702925,0,6.8679744089702925,0.0,0.0,1,0,3,TA,5,0,NA,Detchd,Unf,624.0,TA,Y,0.0,0.0,0.0,0.0,NA,7,WD,Normal,48
50,C (all),4.1588830833596715,8.468423027046809,NA,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1020.0,6.928537818164665,Fa,N,FuseP,6.928537818164665,0,6.928537818164665,0.0,0.0,1,0,2,Fa,5,0,NA,NA,NA,0.0,NA,N,0.0,0.0,4.663439094112067,0.0,NA,10,ConLD,Normal,88
70,RL,4.248495242049359,9.37058672111828,NA,IR1,Bnk,Inside,BrkSide,Norm,1Fam,2Story,6,7,1924,1996,Gambrel,BrkComm,Stucco,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,848.0,6.744059186311348,TA,N,SBrkr,6.925595197110468,810,7.510977752014095,0.0,0.0,1,0,2,TA,9,1,Gd,Detchd,Unf,240.0,Fa,Y,3.332204510175204,3.6109179126442243,3.7612001156935624,0.0,GdPrv,5,WD,Normal,82
50,RM,3.9512437185814275,8.71948076085107,NA,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,3,5,1930,1950,Gable,AsbShng,AsbShng,NA,0.0,Gd,TA,CBlock,TA,TA,No,Rec,5.8522024797744745,Unf,0.0,381.0,6.591673732008658,Ex,Y,SBrkr,6.591673732008658,434,7.0587581525186645,1.0,0.0,1,0,3,TA,6,0,NA,Detchd,Unf,258.0,Fa,Y,0.0,3.2188758248682006,0.0,0.0,NA,11,ConLI,Abnorml,76
50,RM,3.9512437185814275,8.71948076085107,NA,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,741.0,6.60934924316738,Gd,Y,SBrkr,6.60934924316738,583,7.1891677384203225,0.0,0.0,1,0,3,Gd,7,0,NA,Detchd,Unf,180.0,Fa,Y,0.0,0.0,4.02535169073515,0.0,NA,2,WD,Normal,76
30,RL,3.9318256327243257,9.365033761652663,Pave,IR2,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,5,1925,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,6.705639094860003,TA,Y,FuseA,6.705639094860003,0,6.705639094860003,0.0,0.0,1,0,2,TA,4,0,NA,Detchd,Unf,210.0,Fa,N,5.1298987149230735,0.0,4.727387818712341,0.0,NA,7,WD,Normal,81
50,RM,4.51085950651685,10.407922801280105,NA,IR3,Lvl,Inside,OldTown,RRAn,1Fam,1.5Fin,6,5,1962,1962,Gable,BrkFace,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1595.0,7.3752557780097545,TA,Y,SBrkr,7.385230923066573,875,7.818832443803404,0.0,0.0,2,0,5,TA,8,1,Gd,Detchd,Unf,576.0,TA,Y,0.0,0.0,0.0,0.0,NA,10,WD,Normal,44
50,RM,4.110873864173311,9.241935933565934,Grvl,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,596.0,6.391917113392602,Po,Y,FuseF,6.727431724850855,596,7.266128779556451,0.0,0.0,2,0,3,Fa,7,0,NA,Detchd,Unf,370.0,Fa,Y,5.389071729816501,0.0,0.0,0.0,NA,10,WD,Abnorml,82
70,RM,4.110873864173311,8.925188429378027,NA,Reg,Lvl,FR3,IDOTRR,Norm,1Fam,2Story,5,8,1910,2004,Gable,AsbShng,Plywood,NA,0.0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,396.0,5.983936280687191,Gd,Y,SBrkr,6.501289670540389,665,7.193685818395112,0.0,0.0,1,0,3,TA,7,0,NA,Detchd,Unf,390.0,TA,N,0.0,4.290459441148391,3.828641396489095,0.0,MnPrv,7,WD,Normal,96
